,StartDate,A and I Trend,Overall Franchisee Trend,Deactivated Franchisee Trend,Active Franchisees
2756,2018-08-13 22:00:00+00:00,3492,4217,739,1179
2757,2018-08-14 10:39:06+00:00,3493,4218,0,1180
2758,2018-08-14 11:20:38+00:00,3492,0,740,0
2759,2018-08-14 22:00:00+00:00,3513,4239,745,1182
2760,2018-08-14 22:00:00+00:00,3509,4239,745,1182
2761,2018-08-15 11:20:38+00:00,3508,0,746,0
2762,2018-08-15 22:00:00+00:00,3506,4245,748,1184
2763,2018-08-15 22:00:00+00:00,3512,4245,748,1184
2764,2018-08-16 11:20:38+00:00,3511,0,749,0
2765,2018-08-16 22:00:00+00:00,3514,4248,750,1185
2766,2018-08-16 22:00:00+00:00,3513,4248,750,1185
2767,2018-08-17 11:20:38+00:00,3512,0,751,0
2768,2018-08-17 22:00:00+00:00,3515,4251,0,1186
2769,2018-08-18 11:20:38+00:00,3514,0,752,0
2770,2018-08-18 22:00:00+00:00,3515,4252,0,1187
2771,2018-08-19 11:20:38+00:00,3514,0,753,0
2772,2018-08-19 22:00:00+00:00,3520,4258,0,1189
2773,2018-08-20 11:20:38+00:00,3519,0,754,0
2774,2018-08-20 22:00:00+00:00,3536,4275,774,1196
2775,2018-08-20 22:00:00+00:00,3516,4275,774,1196
2776,2018-08-21 11:20:38+00:00,3515,0,775,0
2777,2018-08-21 22:00:00+00:00,3531,4291,777,1202
2778,2018-08-21 22:00:00+00:00,3529,4291,777,1202
2779,2018-08-22 11:20:38+00:00,3528,0,778,0
2780,2018-08-22 22:00:00+00:00,3529,4292,0,0
2781,2018-08-23 11:20:38+00:00,3528,0,779,0
2782,2018-08-23 22:00:00+00:00,3536,4300,781,0
2783,2018-08-23 22:00:00+00:00,3534,4300,781,0
2784,2018-08-24 11:20:38+00:00,3533,0,782,0
2785,2018-08-24 22:00:00+00:00,3538,4305,0,1204
2786,2018-08-25 11:20:38+00:00,3537,0,783,0
2787,2018-08-25 22:00:00+00:00,3540,4308,0,0
2788,2018-08-26 11:20:38+00:00,3539,0,784,0
2789,2018-08-26 22:00:00+00:00,3546,4315,0,1205
2790,2018-08-27 11:20:38+00:00,3545,0,785,0
2791,2018-08-27 22:00:00+00:00,3542,4329,788,1208
2792,2018-08-27 22:00:00+00:00,3556,4329,788,1208
2793,2018-08-28 22:00:00+00:00,3554,4349,790,1212
2794,2018-08-28 22:00:00+00:00,3574,4349,790,1212
2795,2018-08-29 11:20:38+00:00,3573,0,791,0
2796,2018-08-29 22:00:00+00:00,3570,4357,794,1214
2797,2018-08-29 22:00:00+00:00,3578,4357,794,1214
2798,2018-08-30 11:20:38+00:00,3577,0,795,0
2799,2018-08-30 22:00:00+00:00,3574,4358,798,0
2800,2018-08-30 22:00:00+00:00,3575,4358,798,0
2801,2018-08-31 11:20:38+00:00,3574,0,799,0
2802,2018-08-31 22:00:00+00:00,3572,0,801,0
2803,2018-09-01 11:20:38+00:00,3571,0,802,0
2804,2018-09-02 11:20:38+00:00,3570,0,803,0
2805,2018-09-02 22:00:00+00:00,3581,4369,805,1220
2806,2018-09-02 22:00:00+00:00,3579,4369,805,1220
2807,2018-09-03 11:20:38+00:00,3578,0,806,0
2808,2018-09-03 22:00:00+00:00,3587,4378,809,1226
2809,2018-09-03 22:00:00+00:00,3584,4378,809,1226
2810,2018-09-04 11:20:38+00:00,3583,0,810,0
2811,2018-09-04 22:00:00+00:00,3582,4390,811,1232
2812,2018-09-04 22:00:00+00:00,3594,4390,811,1232
2813,2018-09-05 11:20:38+00:00,3593,0,812,0
2814,2018-09-05 22:00:00+00:00,3607,4404,814,1237
2815,2018-09-05 22:00:00+00:00,3605,4404,814,1237
2816,2018-09-06 22:00:00+00:00,3617,4416,856,1241
2817,2018-09-06 22:00:00+00:00,3580,4416,856,1241
2818,2018-09-07 11:20:38+00:00,3579,0,857,0
2819,2018-09-08 11:20:38+00:00,3578,0,858,0
2820,2018-09-09 11:20:38+00:00,3577,0,859,0
2821,2018-09-09 22:00:00+00:00,3574,4424,862,1243
2822,2018-09-09 22:00:00+00:00,3582,4424,862,1243
2823,2018-09-10 22:00:00+00:00,3586,4428,0,1247
2824,2018-09-11 11:20:38+00:00,3585,0,863,0
2825,2018-09-11 22:00:00+00:00,3599,4442,0,1250
2826,2018-09-12 11:20:38+00:00,3598,0,864,0
2827,2018-09-12 22:00:00+00:00,3612,4456,866,1253
2828,2018-09-12 22:00:00+00:00,3611,4456,866,1253
2829,2018-09-13 11:20:38+00:00,3610,0,867,0
2830,2018-09-13 22:00:00+00:00,3609,4472,868,1259
2831,2018-09-13 22:00:00+00:00,3625,4472,868,1259
2832,2018-09-14 11:20:38+00:00,3624,0,869,0
2833,2018-09-15 11:20:38+00:00,3623,0,870,0
2834,2018-09-16 11:20:38+00:00,3622,0,871,0
2835,2018-09-16 22:00:00+00:00,3621,4491,872,1261
2836,2018-09-16 22:00:00+00:00,3640,4491,872,1261
2837,2018-09-17 22:00:00+00:00,3656,4507,0,1266
2838,2018-09-18 22:00:00+00:00,3673,4524,874,1271
2839,2018-09-18 22:00:00+00:00,3671,4524,874,1271
2840,2018-09-19 11:20:38+00:00,3670,0,875,0
2841,2018-09-19 22:00:00+00:00,3682,4536,877,1274
2842,2018-09-19 22:00:00+00:00,3680,4536,877,1274
2843,2018-09-20 11:20:38+00:00,3679,0,878,0
2844,2018-09-20 22:00:00+00:00,3690,4547,0,1278
2845,2018-09-21 11:20:38+00:00,3689,0,879,0
2846,2018-09-22 11:20:38+00:00,3688,0,880,0
2847,2018-09-23 11:20:38+00:00,3687,0,881,0
2848,2018-09-23 22:00:00+00:00,3686,4548,882,0
2849,2018-09-23 22:00:00+00:00,3687,4548,882,0
2850,2018-09-24 11:20:38+00:00,3686,0,883,0
2851,2018-09-24 22:00:00+00:00,3689,4551,0,1281
2852,2018-09-25 11:20:38+00:00,3688,0,884,0
2853,2018-09-25 22:00:00+00:00,3708,4571,0,1288
2854,2018-09-26 11:20:38+00:00,3707,0,885,0
2855,2018-09-26 22:00:00+00:00,3706,4579,886,1289
2856,2018-09-26 22:00:00+00:00,3714,4579,886,1289
2857,2018-09-27 11:01:10+00:00,3715,4580,0,0
2858,2018-09-27 11:20:38+00:00,3714,0,887,0
2859,2018-09-27 22:00:00+00:00,3711,4591,890,1293
2860,2018-09-27 22:00:00+00:00,3722,4591,890,1293
2861,2018-09-28 11:20:38+00:00,3721,0,891,0
2862,2018-09-29 11:20:38+00:00,3720,0,892,0
2863,2018-09-30 22:00:00+00:00,3715,4598,897,1295
2864,2018-09-30 22:00:00+00:00,3722,4598,897,1295
2865,2018-10-01 11:20:38+00:00,3721,0,898,0
2866,2018-10-01 22:00:00+00:00,3730,4607,0,1298
2867,2018-10-02 11:20:38+00:00,3729,0,899,0
2868,2018-10-02 22:00:00+00:00,3728,4625,900,1304
2869,2018-10-02 22:00:00+00:00,3746,4625,900,1304
2870,2018-10-03 11:20:38+00:00,3745,0,901,0
2871,2018-10-03 22:00:00+00:00,3769,4649,0,1317
2872,2018-10-04 11:20:38+00:00,3768,0,902,0
2873,2018-10-04 22:00:00+00:00,3773,4654,926,1319
2874,2018-10-04 22:00:00+00:00,3749,4654,926,1319
2875,2018-10-05 11:20:38+00:00,3748,0,927,0
2876,2018-10-05 22:00:00+00:00,3747,0,928,0
2877,2018-10-06 11:20:38+00:00,3746,0,929,0
2878,2018-10-07 11:20:38+00:00,3745,0,930,0
2879,2018-10-07 22:00:00+00:00,3761,4670,933,1325
2880,2018-10-07 22:00:00+00:00,3758,4670,933,1325
2881,2018-10-08 11:20:38+00:00,3757,0,934,0
2882,2018-10-08 22:00:00+00:00,3777,4690,936,1331
2883,2018-10-08 22:00:00+00:00,3775,4690,936,1331
2884,2018-10-09 22:00:00+00:00,3801,4716,938,1338
2885,2018-10-09 22:00:00+00:00,3799,4716,938,1338
2886,2018-10-10 11:20:38+00:00,3798,0,939,0
2887,2018-10-10 22:00:00+00:00,3797,4718,940,0
2888,2018-10-10 22:00:00+00:00,3799,4718,940,0
2889,2018-10-11 11:20:38+00:00,3798,0,941,0
2890,2018-10-11 22:00:00+00:00,3802,4722,0,1339
2891,2018-10-12 11:20:38+00:00,3801,0,942,0
2892,2018-10-12 22:00:00+00:00,3798,0,945,0
2893,2018-10-13 11:20:38+00:00,3797,0,946,0
2894,2018-10-13 22:00:00+00:00,3798,4723,0,0
2895,2018-10-14 11:20:38+00:00,3797,0,947,0
2896,2018-10-14 22:00:00+00:00,3794,4733,950,1345
2897,2018-10-14 22:00:00+00:00,3804,4733,950,1345
2898,2018-10-15 11:20:38+00:00,3803,0,951,0
2899,2018-10-15 22:00:00+00:00,3812,4742,954,1351
2900,2018-10-15 22:00:00+00:00,3809,4742,954,1351
2901,2018-10-16 11:20:38+00:00,3808,0,955,0
2902,2018-10-16 22:00:00+00:00,3827,4761,956,1359
2903,2018-10-16 22:00:00+00:00,3826,4761,956,1359
2904,2018-10-17 11:20:38+00:00,3825,0,957,0
2905,2018-10-17 22:00:00+00:00,3839,4775,958,1363
2906,2018-10-17 22:00:00+00:00,3838,4775,958,1363
2907,2018-10-18 22:00:00+00:00,3853,4790,0,1368
2908,2018-10-19 22:00:00+00:00,3852,0,959,0
2909,2018-10-20 11:20:38+00:00,3851,0,960,0
2910,2018-10-21 22:00:00+00:00,3859,4798,0,1372
2911,2018-10-22 11:20:38+00:00,3858,0,961,0
2912,2018-10-22 22:00:00+00:00,3866,4806,0,1376
2913,2018-10-23 11:20:38+00:00,3865,0,962,0
2914,2018-10-23 22:00:00+00:00,3861,4812,966,1380
2915,2018-10-23 22:00:00+00:00,3867,4812,966,1380
2916,2018-10-24 11:20:38+00:00,3866,0,967,0
2917,2018-10-24 22:00:00+00:00,3870,4816,0,1382
2918,2018-10-25 11:20:38+00:00,3869,0,968,0
2919,2018-10-25 22:00:00+00:00,3873,4820,0,1384
2920,2018-10-26 11:20:38+00:00,3872,0,969,0
2921,2018-10-27 11:20:38+00:00,3871,0,970,0
2922,2018-10-28 11:20:38+00:00,3870,0,971,0
2923,2018-10-28 22:00:00+00:00,3877,4827,972,1386
2924,2018-10-28 22:00:00+00:00,3876,4827,972,1386
2925,2018-10-29 11:20:38+00:00,3875,0,973,0
2926,2018-10-29 22:00:00+00:00,3878,4830,974,1388
2927,2018-10-29 22:00:00+00:00,3877,4830,974,1388
2928,2018-10-30 11:20:38+00:00,3876,0,975,0
2929,2018-10-30 22:00:00+00:00,3869,4831,982,0
2930,2018-10-30 22:00:00+00:00,3870,4831,982,0
2931,2018-10-31 22:00:00+00:00,3867,4842,985,1393
2932,2018-10-31 22:00:00+00:00,3878,4842,985,1393
2933,2018-11-01 11:20:38+00:00,3877,0,986,0
2934,2018-11-01 22:00:00+00:00,3894,4859,0,1403
2935,2018-11-02 11:20:38+00:00,3893,0,987,0
2936,2018-11-03 11:20:38+00:00,3892,0,988,0
2937,2018-11-04 11:20:38+00:00,3891,0,989,0
2938,2018-11-04 22:00:00+00:00,3933,4901,991,1417
2939,2018-11-04 22:00:00+00:00,3931,4901,991,1417
2940,2018-11-05 11:20:38+00:00,3930,0,992,0
2941,2018-11-05 22:00:00+00:00,3951,4922,993,1422
2942,2018-11-05 22:00:00+00:00,3950,4922,993,1422
2943,2018-11-06 11:20:38+00:00,3949,0,994,0
2944,2018-11-06 22:00:00+00:00,3971,4944,0,1430
2945,2018-11-07 11:20:38+00:00,3970,0,995,0
2946,2018-11-07 22:00:00+00:00,3964,4955,1002,1433
2947,2018-11-07 22:00:00+00:00,3975,4955,1002,1433
2948,2018-11-08 11:20:38+00:00,3974,0,1003,0
2949,2018-11-08 22:00:00+00:00,3971,4965,1006,1440
2950,2018-11-08 22:00:00+00:00,3981,4965,1006,1440
2951,2018-11-09 11:20:38+00:00,3980,0,1007,0
2952,2018-11-09 22:00:00+00:00,3981,4966,0,0
2953,2018-11-10 11:20:38+00:00,3980,0,1008,0
2954,2018-11-10 22:00:00+00:00,3979,0,1009,0
2955,2018-11-11 22:00:00+00:00,3978,4992,1010,1450
2956,2018-11-11 22:00:00+00:00,4004,4992,1010,1450
2957,2018-11-12 11:20:38+00:00,4003,0,1011,0
2958,2018-11-12 22:00:00+00:00,4024,5013,1012,1459
2959,2018-11-12 22:00:00+00:00,4023,5013,1012,1459
2960,2018-11-13 22:00:00+00:00,4031,5021,0,0
2961,2018-11-14 11:20:38+00:00,4030,0,1013,0
2962,2018-11-14 22:00:00+00:00,4035,5026,0,0
2963,2018-11-15 22:00:00+00:00,4041,5032,0,0
2964,2018-11-16 11:20:38+00:00,4040,0,1014,0
2965,2018-11-17 11:20:38+00:00,4039,0,1015,0
2966,2018-11-18 11:20:38+00:00,4038,0,1016,0
2967,2018-11-18 22:00:00+00:00,4046,5040,0,1466
2968,2018-11-19 11:20:38+00:00,4045,0,1017,0
2969,2018-11-19 22:00:00+00:00,4068,5063,0,1470
2970,2018-11-20 22:00:00+00:00,4067,5089,1018,1477
2971,2018-11-20 22:00:00+00:00,4093,5089,1018,1477
2972,2018-11-21 11:20:38+00:00,4092,0,1019,0
2973,2018-11-21 22:00:00+00:00,4115,5112,1020,1482
2974,2018-11-21 22:00:00+00:00,4114,5112,1020,1482
2975,2018-11-22 11:20:38+00:00,4113,0,1021,0
2976,2018-11-22 22:00:00+00:00,4112,0,1022,0
2977,2018-11-24 11:20:38+00:00,4111,0,1023,0
2978,2018-11-25 11:20:38+00:00,4110,0,1024,0
2979,2018-11-25 22:00:00+00:00,4125,5127,0,1488
2980,2018-11-26 11:20:38+00:00,4124,0,1025,0
2981,2018-11-26 22:00:00+00:00,4139,5142,1027,1497
2982,2018-11-26 22:00:00+00:00,4137,5142,1027,1497
2983,2018-11-27 11:20:38+00:00,4136,0,1028,0
2984,2018-11-27 22:00:00+00:00,4134,5154,1030,1503
2985,2018-11-27 22:00:00+00:00,4146,5154,1030,1503
2986,2018-11-28 22:00:00+00:00,4145,5176,1031,1513
2987,2018-11-28 22:00:00+00:00,4167,5176,1031,1513
2988,2018-11-29 11:20:38+00:00,4166,0,1032,0
2989,2018-11-29 22:00:00+00:00,4167,5177,1036,0
2990,2018-11-29 22:00:00+00:00,4163,5177,1036,0
2991,2018-11-30 11:20:38+00:00,4162,0,1037,0
2992,2018-12-02 11:20:38+00:00,4161,0,1038,0
2993,2018-12-02 22:00:00+00:00,4166,5182,1042,1517
2994,2018-12-02 22:00:00+00:00,4162,5182,1042,1517
2995,2018-12-03 11:20:38+00:00,4161,0,1043,0
2996,2018-12-03 22:00:00+00:00,4169,5190,1060,1520
2997,2018-12-03 22:00:00+00:00,4152,5190,1060,1520
2998,2018-12-04 11:20:38+00:00,4151,0,1061,0
2999,2018-12-04 22:00:00+00:00,4161,5200,1066,0
3000,2018-12-04 22:00:00+00:00,4157,5200,1066,0
3001,2018-12-05 11:20:38+00:00,4156,0,1067,0
3002,2018-12-05 22:00:00+00:00,4159,5203,1073,0
3003,2018-12-05 22:00:00+00:00,4153,5203,1073,0
3004,2018-12-06 11:20:38+00:00,4152,0,1074,0
3005,2018-12-06 22:00:00+00:00,4077,0,1153,0
3006,2018-12-07 11:20:38+00:00,4076,0,1154,0
3007,2018-12-08 11:20:38+00:00,4075,0,1155,0
3008,2018-12-09 11:20:38+00:00,4074,0,1156,0
3009,2018-12-09 22:00:00+00:00,4078,5207,1161,0
3010,2018-12-09 22:00:00+00:00,4073,5207,1161,0
3011,2018-12-10 22:00:00+00:00,4072,5209,1162,0
3012,2018-12-10 22:00:00+00:00,4074,5209,1162,0
3013,2018-12-11 11:20:38+00:00,4073,0,1163,0
3014,2018-12-11 22:00:00+00:00,4077,5213,1189,1521
3015,2018-12-11 22:00:00+00:00,4051,5213,1189,1521
3016,2018-12-12 11:20:38+00:00,4050,0,1190,0
3017,2018-12-12 22:00:00+00:00,4038,0,1202,0
3018,2018-12-13 11:20:38+00:00,4037,0,1203,0
3019,2018-12-13 22:00:00+00:00,4029,0,1211,0
3020,2018-12-14 11:20:38+00:00,4028,0,1212,0
3021,2018-12-15 11:20:38+00:00,4027,0,1213,0
3022,2018-12-16 11:20:38+00:00,4026,0,1214,0
3023,2018-12-17 11:20:38+00:00,4025,0,1215,0
3024,2018-12-19 11:20:38+00:00,4024,0,1216,0
3025,2018-12-19 22:00:00+00:00,4025,5214,0,0
3026,2018-12-20 22:00:00+00:00,4026,5215,0,0
3027,2018-12-21 11:20:38+00:00,4025,0,1217,0
3028,2018-12-22 11:20:38+00:00,4024,0,1218,0
3029,2018-12-23 22:00:00+00:00,4023,0,1219,0
3030,2018-12-24 11:20:38+00:00,4022,0,1220,0
3031,2018-12-25 11:20:38+00:00,4021,0,1221,0
3032,2018-12-26 11:20:38+00:00,4020,0,1222,0
3033,2018-12-27 11:20:38+00:00,4019,0,1223,0
3034,2018-12-27 22:00:00+00:00,4018,0,1224,0
3035,2018-12-28 11:20:38+00:00,4017,0,1225,0
3036,2018-12-29 11:20:38+00:00,4016,0,1226,0
3037,2018-12-30 11:20:38+00:00,4015,0,1227,0
3038,2018-12-30 22:00:00+00:00,4014,0,1228,0
3039,2018-12-31 11:20:38+00:00,4013,0,1229,0
3040,2018-12-31 22:00:00+00:00,4004,5217,1238,0
3041,2018-12-31 22:00:00+00:00,4006,5217,1238,0
3042,2019-01-02 11:20:38+00:00,4005,0,1239,0
3043,2019-01-02 22:00:00+00:00,4004,5218,1240,0
3044,2019-01-02 22:00:00+00:00,4005,5218,1240,0
3045,2019-01-03 11:20:38+00:00,4004,0,1241,0
3046,2019-01-03 22:00:00+00:00,3995,0,1250,0
3047,2019-01-04 11:20:38+00:00,3994,0,1251,0
3048,2019-01-05 11:20:38+00:00,3993,0,1252,0
3049,2019-01-06 11:20:38+00:00,3992,0,1253,0
3050,2019-01-06 22:00:00+00:00,3950,5222,1296,1524
3051,2019-01-06 22:00:00+00:00,3954,5222,1296,1524
3052,2019-01-07 11:20:38+00:00,3953,0,1297,0
3053,2019-01-07 22:00:00+00:00,3949,5228,1302,0
3054,2019-01-07 22:00:00+00:00,3955,5228,1302,0
3055,2019-01-08 11:20:38+00:00,3954,0,1303,0
3056,2019-01-08 22:00:00+00:00,3951,5234,1306,1526
3057,2019-01-08 22:00:00+00:00,3957,5234,1306,1526
3058,2019-01-09 11:20:38+00:00,3956,0,1307,0
3059,2019-01-09 22:00:00+00:00,3958,5236,1325,0
3060,2019-01-09 22:00:00+00:00,3940,5236,1325,0
3061,2019-01-10 11:20:38+00:00,3939,0,1326,0
3062,2019-01-10 22:00:00+00:00,3931,5238,1334,1527
3063,2019-01-10 22:00:00+00:00,3933,5238,1334,1527
3064,2019-01-13 22:00:00+00:00,3928,5243,1339,1528
3065,2019-01-13 22:00:00+00:00,3933,5243,1339,1528
3066,2019-01-14 22:00:00+00:00,3934,5244,1345,1529
3067,2019-01-14 22:00:00+00:00,3928,5244,1345,1529
3068,2019-01-15 22:00:00+00:00,3933,5249,1348,0
3069,2019-01-15 22:00:00+00:00,3930,5249,1348,0
3070,2019-01-16 22:00:00+00:00,3932,5251,1352,0
3071,2019-01-16 22:00:00+00:00,3928,5251,1352,0
3072,2019-01-17 22:00:00+00:00,3943,5266,1353,1530
3073,2019-01-17 22:00:00+00:00,3942,5266,1353,1530
3074,2019-01-20 22:00:00+00:00,3928,5269,1369,1531
3075,2019-01-20 22:00:00+00:00,3931,5269,1369,1531
3076,2019-01-21 22:00:00+00:00,3932,5270,1394,1532
3077,2019-01-21 22:00:00+00:00,3908,5270,1394,1532
3078,2019-01-22 22:00:00+00:00,3910,5272,1402,1534
3079,2019-01-22 22:00:00+00:00,3902,5272,1402,1534
3080,2019-01-23 22:00:00+00:00,3877,0,1431,0
3081,2019-01-24 22:00:00+00:00,3871,0,1437,0
3082,2019-01-27 22:00:00+00:00,3876,5277,1446,0
3083,2019-01-27 22:00:00+00:00,3867,5277,1446,0
3084,2019-01-28 22:00:00+00:00,3870,5280,1453,0
3085,2019-01-28 22:00:00+00:00,3863,5280,1453,0
3086,2019-01-29 22:00:00+00:00,3866,5283,1455,1535
3087,2019-01-29 22:00:00+00:00,3864,5283,1455,1535
3088,2019-01-30 22:00:00+00:00,3861,5284,1459,1536
3089,2019-01-30 22:00:00+00:00,3862,5284,1459,1536
3090,2019-01-31 22:00:00+00:00,3863,5285,1485,1537
3091,2019-01-31 22:00:00+00:00,3839,5285,1485,1537
3092,2019-02-03 22:00:00+00:00,3836,5293,1489,1540
3093,2019-02-03 22:00:00+00:00,3844,5293,1489,1540
3094,2019-02-04 22:00:00+00:00,3845,5294,1538,1541
3095,2019-02-04 22:00:00+00:00,3798,5294,1538,1541
3096,2019-02-05 22:00:00+00:00,3797,5295,1539,0
3097,2019-02-05 22:00:00+00:00,3798,5295,1539,0
3098,2019-02-06 22:00:00+00:00,3793,5301,1545,1543
3099,2019-02-06 22:00:00+00:00,3799,5301,1545,1543
3100,2019-02-09 22:00:00+00:00,3791,0,1553,0
3101,2019-02-10 22:00:00+00:00,3804,5314,1560,1553
3102,2019-02-10 22:00:00+00:00,3797,5314,1560,1553
3103,2019-02-11 22:00:00+00:00,3810,5327,1562,1556
3104,2019-02-11 22:00:00+00:00,3808,5327,1562,1556
3105,2019-02-12 22:00:00+00:00,3803,5332,1567,0
3106,2019-02-12 22:00:00+00:00,3808,5332,1567,0
3107,2019-02-13 22:00:00+00:00,3801,5339,1574,1558
3108,2019-02-13 22:00:00+00:00,3808,5339,1574,1558
3109,2019-02-14 22:00:00+00:00,3838,5369,1602,1574
3110,2019-02-14 22:00:00+00:00,3812,5369,1602,1574
3111,2019-02-17 22:00:00+00:00,3822,5379,1610,1576
3112,2019-02-17 22:00:00+00:00,3814,5379,1610,1576
3113,2019-02-18 22:00:00+00:00,3795,5390,1631,1579
3114,2019-02-18 22:00:00+00:00,3806,5390,1631,1579
3115,2019-02-19 22:00:00+00:00,3818,5402,1646,1583
3116,2019-02-19 22:00:00+00:00,3804,5402,1646,1583
3117,2019-02-20 22:00:00+00:00,3803,5419,1647,1588
3118,2019-02-20 22:00:00+00:00,3820,5419,1647,1588
3119,2019-02-21 22:00:00+00:00,3818,5421,1649,0
3120,2019-02-21 22:00:00+00:00,3820,5421,1649,0
3121,2019-02-23 22:00:00+00:00,3821,5422,0,0
3122,2019-02-24 22:00:00+00:00,3828,5429,1661,0
3123,2019-02-24 22:00:00+00:00,3816,5429,1661,0
3124,2019-02-25 22:00:00+00:00,3813,5439,1664,1591
3125,2019-02-25 22:00:00+00:00,3823,5439,1664,1591
3126,2019-02-26 22:00:00+00:00,3777,5445,1711,1594
3127,2019-02-26 22:00:00+00:00,3783,5445,1711,1594
3128,2019-02-27 09:53:41+00:00,3784,5446,0,1595
3129,2019-02-27 22:00:00+00:00,3764,5454,1731,1597
3130,2019-02-27 22:00:00+00:00,3772,5454,1731,1597
3131,2019-02-28 22:00:00+00:00,3762,5472,1743,1605
3132,2019-02-28 22:00:00+00:00,3780,5472,1743,1605
3133,2019-03-01 22:00:00+00:00,3769,0,1754,0
3134,2019-03-03 22:00:00+00:00,3758,5489,1765,1615
3135,2019-03-03 22:00:00+00:00,3775,5489,1765,1615
3136,2019-03-04 22:00:00+00:00,3788,5502,1768,1622
3137,2019-03-04 22:00:00+00:00,3785,5502,1768,1622
3138,2019-03-05 22:00:00+00:00,3788,5505,1780,1624
3139,2019-03-05 22:00:00+00:00,3776,5505,1780,1624
3140,2019-03-06 22:00:00+00:00,3762,5520,1794,1631
3141,2019-03-06 22:00:00+00:00,3777,5520,1794,1631
3142,2019-03-07 22:00:00+00:00,3772,5531,1799,1639
3143,2019-03-07 22:00:00+00:00,3783,5531,1799,1639
3144,2019-03-09 22:00:00+00:00,3781,0,1801,0
3145,2019-03-10 22:00:00+00:00,3773,5545,1809,1648
3146,2019-03-10 22:00:00+00:00,3787,5545,1809,1648
3147,2019-03-11 22:00:00+00:00,3774,5569,1822,1657
3148,2019-03-11 22:00:00+00:00,3798,5569,1822,1657
3149,2019-03-12 22:00:00+00:00,3789,5587,1831,1665
3150,2019-03-12 22:00:00+00:00,3807,5587,1831,1665
3151,2019-03-13 22:00:00+00:00,3785,5606,1855,1671
3152,2019-03-13 22:00:00+00:00,3804,5606,1855,1671
3153,2019-03-14 22:00:00+00:00,3795,5620,1864,1674
3154,2019-03-14 22:00:00+00:00,3809,5620,1864,1674
3155,2019-03-17 22:00:00+00:00,3815,5626,1873,1676
3156,2019-03-17 22:00:00+00:00,3806,5626,1873,1676
3157,2019-03-18 22:00:00+00:00,3798,5638,1882,1682
3158,2019-03-18 22:00:00+00:00,3810,5638,1882,1682
3159,2019-03-19 22:00:00+00:00,3823,5651,1884,1690
3160,2019-03-19 22:00:00+00:00,3821,5651,1884,1690
3161,2019-03-20 22:00:00+00:00,3824,5654,1886,1692
3162,2019-03-20 22:00:00+00:00,3823,5654,1886,1692
3163,2019-03-21 22:00:00+00:00,3827,5658,1887,1693
3164,2019-03-21 22:00:00+00:00,3826,5658,1887,1693
3165,2019-03-22 22:00:00+00:00,3827,5659,0,0
3166,2019-03-24 22:00:00+00:00,3843,5675,1890,1695
3167,2019-03-24 22:00:00+00:00,3840,5675,1890,1695
3168,2019-03-25 22:00:00+00:00,3844,5679,1892,1696
3169,2019-03-25 22:00:00+00:00,3842,5679,1892,1696
3170,2019-03-26 22:00:00+00:00,3839,5685,1895,1701
3171,2019-03-26 22:00:00+00:00,3845,5685,1895,1701
3172,2019-03-27 22:00:00+00:00,3860,5700,1925,1705
3173,2019-03-27 22:00:00+00:00,3831,5700,1925,1705
3174,2019-03-28 22:00:00+00:00,3832,5701,1938,1706
3175,2019-03-28 22:00:00+00:00,3819,5701,1938,1706
3176,2019-03-29 22:00:00+00:00,3818,0,1939,0
3177,2019-03-30 22:00:00+00:00,3819,5702,0,0
3178,2019-03-31 22:00:00+00:00,3803,5704,1956,0
3179,2019-03-31 22:00:00+00:00,3805,5704,1956,0
3180,2019-04-01 22:00:00+00:00,3811,5710,1965,1710
3181,2019-04-01 22:00:00+00:00,3802,5710,1965,1710
3182,2019-04-02 22:00:00+00:00,3756,5720,2014,1714
3183,2019-04-02 22:00:00+00:00,3766,5720,2014,1714
3184,2019-04-03 22:00:00+00:00,3758,5737,2022,1721
3185,2019-04-03 22:00:00+00:00,3775,5737,2022,1721
3186,2019-04-04 22:00:00+00:00,3786,5748,2025,1731
3187,2019-04-04 22:00:00+00:00,3783,5748,2025,1731
3188,2019-04-06 22:00:00+00:00,3784,5749,0,0
3189,2019-04-07 22:00:00+00:00,3780,5751,2030,1732
3190,2019-04-07 22:00:00+00:00,3782,5751,2030,1732
3191,2019-04-08 22:00:00+00:00,3771,0,2042,0
3192,2019-04-09 22:00:00+00:00,3768,5752,2045,1733
3193,2019-04-09 22:00:00+00:00,3769,5752,2045,1733
3194,2019-04-10 22:00:00+00:00,3771,5754,2053,1734
3195,2019-04-10 22:00:00+00:00,3763,5754,2053,1734
3196,2019-04-11 22:00:00+00:00,3774,5765,2058,1735
3197,2019-04-11 22:00:00+00:00,3770,5765,2058,1735
3198,2019-04-12 22:00:00+00:00,3771,5766,0,1736
3199,2019-04-14 22:00:00+00:00,3753,5788,2077,1747
3200,2019-04-14 22:00:00+00:00,3775,5788,2077,1747
3201,2019-04-15 22:00:00+00:00,3767,5795,2086,1750
3202,2019-04-15 22:00:00+00:00,3774,5795,2086,1750
3203,2019-04-16 22:00:00+00:00,3790,5811,2093,1757
3204,2019-04-16 22:00:00+00:00,3784,5811,2093,1757
3205,2019-04-17 22:00:00+00:00,3791,5818,2105,1758
3206,2019-04-17 22:00:00+00:00,3779,5818,2105,1758
3207,2019-04-21 22:00:00+00:00,3778,0,2106,0
3208,2019-04-22 22:00:00+00:00,3792,5832,2109,1761
